lotplan,date,harvested_tonnes,min_N,max_N,leaf_water_content,sugar_made,dollar_made
230C124585,2018-04-26,0,97.22253363,112.2225336,0.698911551,0,0
230C124585,2018-05-06,379.076,135,150,0.695995857,57.4357575757576,8339.672
230C124585,2018-05-26,0,119.4113241,134.4113241,0.602032683,0,0
230C124585,2018-06-05,354.651,118.6285714,133.6285714,0.590902646,53.735,7802.322
230C124585,2018-06-15,1569.062,123.1665449,138.1665449,0.61613286,237.736666666667,34519.364
230C124585,2018-06-25,0,125.503663,140.503663,0.629691349,0,0
230C124585,2018-07-05,489.477,128.23219,143.23219,0.611005344,74.1631818181818,10768.494
230C124585,2018-07-15,77.183,125.7986767,140.7986767,0.610800774,11.6943939393939,1698.026
230C124585,2018-07-25,200.285,129.1617819,144.1617819,0.646257483,30.3462121212121,4406.27
230C124585,2018-08-04,268.675,133.3910035,148.3910035,0.601692066,40.7083333333333,5910.85
230C124585,2018-08-14,463.098,135,150,0.682637698,70.1663636363637,10188.156
230C124585,2018-08-24,15.632,135,150,0.662880962,2.36848484848485,343.904
230C124585,2018-09-03,46.896,135,150,0.684651626,7.10545454545455,1031.712
230C124585,2018-09-13,18.563,135,150,0.60271036,2.81257575757576,408.386
230C124585,2018-10-03,11.724,135,150,0.68032493,1.77636363636364,257.928
230C124585,2018-10-23,8.793,,,,1.33227272727273,193.446
230C124585,2018-11-02,0,,,,0,0
230C124585,2018-11-12,0,135,150,0.74481584,0,0
230C124585,2018-11-22,0,125.1306413,140.1306413,0.642341688,0,0
230C124585,2018-12-02,133.849,135,150,0.684327214,20.2801515151515,2944.678
230C124585,2019-01-01,0,135,150,0.656980402,0,0
230C124585,2019-01-21,0,132.2758152,147.2758152,0.675647683,0,0
230C124585,2019-02-20,0,99.13357913,114.1335791,0.751036824,0,0
230C124585,2019-03-02,1233.951,122.4657534,137.4657534,0.655679082,186.962272727273,27146.922
230C124585,2019-03-12,0,97.74237391,112.7423739,0.733311103,0,0
230C124585,2019-04-11,0,113.2668755,128.2668755,0.696825059,0,0
230C124585,2019-04-21,2335.03,135,150,0.619825303,353.792424242424,51370.66
230C124585,2019-05-01,0,135,150,0.691539381,0,0
230C124585,2019-05-11,0,98.13151225,113.1315123,0.689303526,0,0
230C124585,2019-05-21,3240.709,135,150,0.527329784,491.016515151515,71295.598
230C124585,2019-06-10,0,135,150,0.500786567,0,0
230C124585,2019-06-20,0,103.7951401,118.7951401,0.695774997,0,0
230C124585,2019-06-30,40.057,111.7351129,126.7351129,0.66693901,6.06924242424243,881.254
230C124585,2019-07-20,69.367,115.1017187,130.1017187,0.636401618,10.5101515151515,1526.074
230C124585,2019-07-30,288.215,120.3521127,135.3521127,,43.6689393939394,6340.73
230C124585,2019-08-09,281.376,119.2195767,134.2195767,0.650066669,42.6327272727273,6190.272
2RP706098,2016-12-22,0,131.7073171,146.7073171,0.654841081,0,0
2RP706098,2017-01-01,0,116.9776119,131.9776119,0.65635996,0,0
2RP706098,2017-01-11,0.977,115.9398496,130.9398496,0.627270361,0.148030303030303,21.494
2RP706098,2017-02-10,0,102.2014925,117.2014925,0.665749178,0,0
2RP706098,2017-02-20,0,92.79850746,107.7985075,0.717628481,0,0
2RP706098,2017-03-02,53.735,135,150,0.758352591,8.14166666666667,1182.17
2RP706098,2017-03-12,0,92.15909091,107.1590909,0.747836312,0,0
2RP706098,2017-04-01,0,96.65413534,111.6541353,0.824862692,0,0
2RP706098,2017-04-11,0,96.31578947,111.3157895,0.771591101,0,0
2RP706098,2017-05-01,114.309,135,150,0.450575296,17.3195454545455,2514.798
2RP706098,2017-05-11,0,94.20454545,109.2045455,0.803810925,0,0
2RP706098,2017-05-21,0.977,112.3282443,127.3282443,0.699933131,0.148030303030303,21.494
2RP706098,2017-05-31,0,99.69924812,114.6992481,0.705541008,0,0
2RP706098,2017-06-20,0.977,96.59090909,111.5909091,0.827837348,0.148030303030303,21.494
2RP706098,2017-07-10,4.885,134.5275591,149.5275591,0.699269106,0.740151515151515,107.47
2RP706098,2017-07-20,8.793,95.84745763,110.8474576,0.828813822,1.33227272727273,193.446
2RP706098,2017-07-30,0.977,107.0512821,122.0512821,0.731709382,0.148030303030303,21.494
2RP706098,2017-08-09,6.839,104.5909091,119.5909091,0.744199212,1.03621212121212,150.458
2RP706098,2017-08-19,8.793,116.5841584,131.5841584,0.773782983,1.33227272727273,193.446
2RP706098,2017-09-08,46.896,135,150,0.675993787,7.10545454545455,1031.712
2RP706098,2017-09-18,0,135,150,0.614445174,0,0
2RP706098,2017-09-28,22.471,134.516129,149.516129,0.638296735,3.40469696969697,494.362
2RP706098,2017-10-08,25.402,120,135,0.634621293,3.84878787878788,558.844
2RP706098,2017-10-28,0,103.3333333,118.3333333,0.660317018,0,0
2RP706098,2017-11-07,0,106.1538462,121.1538462,0.691595748,0,0
2RP706098,2017-11-17,12.701,,,,1.92439393939394,279.422
2RP706098,2017-11-27,0,135,150,0.576346571,0,0
2RP706098,2017-12-07,70.344,104.516129,119.516129,0.60597785,10.6581818181818,1547.568
2RP706098,2017-12-17,42.011,113.6842105,128.6842105,0.56211059,6.36530303030303,924.242
2RP706098,2017-12-27,0,105.2777778,120.2777778,0.630720973,0,0
2RP706098,2018-01-06,18.563,127.7142857,142.7142857,0.57267837,2.81257575757576,408.386
2RP706098,2018-01-26,0,135,150,0.419618712,0,0
2RP706098,2018-02-15,59.597,134.7945205,149.7945205,0.624054292,9.02984848484849,1311.134
2RP706098,2018-03-17,0,105.5921053,120.5921053,0.695651769,0,0
2RP706098,2018-04-16,74.252,,,,11.250303030303,1633.544
2RP706098,2018-04-26,0,95.86466165,110.8646617,0.697036993,0,0
2RP706098,2018-05-06,0,107.0300752,122.0300752,0.694750743,0,0
2RP706098,2018-05-26,0,117.9850746,132.9850746,0.702653976,0,0
2RP706098,2018-06-05,2.931,97.55725191,112.5572519,0.686581456,0.444090909090909,64.482
2RP706098,2018-06-15,0.977,106.5,121.5,0.69352704,0.148030303030303,21.494
2RP706098,2018-06-25,3.908,115.5952381,130.5952381,0.699645765,0.592121212121212,85.976
2RP706098,2018-07-05,123.102,,,,18.6518181818182,2708.244
2RP706098,2018-07-15,0,109.9038462,124.9038462,0.685577641,0,0
2RP706098,2018-07-25,0.977,121.8932039,136.8932039,0.697089206,0.148030303030303,21.494
2RP706098,2018-08-04,1.954,131.7326733,146.7326733,0.652459371,0.296060606060606,42.988
2RP706098,2018-08-14,56.666,135,150,0.676489845,8.58575757575758,1246.652
2RP706098,2018-08-24,4.885,135,150,0.622631674,0.740151515151515,107.47
2RP706098,2018-09-03,35.172,127.5,142.5,0.731281948,5.32909090909091,773.784
2RP706098,2018-09-13,1.954,,,,0.296060606060606,42.988
2RP706098,2018-10-03,0,,,,0,0
2RP706098,2018-10-23,0,,,,0,0
2RP706098,2018-11-02,0,,,,0,0
2RP706098,2018-11-12,0,97.5,112.5,0.719688624,0,0
2RP706098,2018-11-22,1.954,,,,0.296060606060606,42.988
2RP706098,2018-12-02,0,,,,0,0
2RP706098,2019-01-01,0,129.1935484,144.1935484,0.614293714,0,0
2RP706098,2019-01-21,0,103.9805825,118.9805825,0.655823029,0,0
2RP706098,2019-02-20,0,104.6616541,119.6616541,0.70319894,0,0
2RP706098,2019-03-02,0,98.39552239,113.3955224,0.706218056,0,0
2RP706098,2019-03-12,4.885,97.44186047,112.4418605,0.756016398,0.740151515151515,107.47
2RP706098,2019-04-11,45.919,134.4512195,149.4512195,0.671927802,6.95742424242424,1010.218
2RP706098,2019-04-21,0,125.8646617,140.8646617,0.712757619,0,0
2RP706098,2019-05-01,54.712,132.8571429,147.8571429,0.692037938,8.28969696969697,1203.664
2RP706098,2019-05-11,0,96.54135338,111.5413534,0.72910728,0,0
2RP706098,2019-05-21,129.941,,,,19.6880303030303,2858.702
2RP706098,2019-06-10,0,135,150,0.543827421,0,0
2RP706098,2019-06-20,0,96.93181818,111.9318182,0.764868455,0,0
2RP706098,2019-06-30,0,99.31818182,114.3181818,0.744877838,0,0
2RP706098,2019-07-20,0,102.0895522,117.0895522,0.709240985,0,0
2RP706098,2019-07-30,0,104.3283582,119.3283582,,0,0
2RP706098,2019-08-09,13.678,101.75,116.75,0.737188707,2.07242424242424,300.916
2RP708487,2016-12-22,0,128.6258824,143.6258824,0.660562924,0,0
2RP708487,2017-01-01,0,112.5031315,127.5031315,0.64289229,0,0
2RP708487,2017-01-11,545.166,133.9874796,148.9874796,0.603228649,82.6009090909091,11993.652
2RP708487,2017-02-10,0,123.6403996,138.6403996,0.644401093,0,0
2RP708487,2017-02-20,0,90.63926174,105.6392617,0.700561896,0,0
2RP708487,2017-03-02,855.852,122.3740494,137.3740494,0.555665698,129.674545454545,18828.744
2RP708487,2017-03-12,0,96.72413793,111.7241379,0.700560034,0,0
2RP708487,2017-04-01,0,101.1356629,116.1356629,0.765591165,0,0
2RP708487,2017-04-11,29.31,103.5773624,118.5773624,0.71061608,4.44090909090909,644.82
2RP708487,2017-05-01,982.862,135,150,0.420545105,148.918484848485,21622.964
2RP708487,2017-05-11,0,92.6911315,107.6911315,0.74033023,0,0
2RP708487,2017-05-21,27.356,113.6655232,128.6655232,0.68678629,4.14484848484849,601.832
2RP708487,2017-05-31,468.96,116.0944559,131.0944559,0.633357683,71.0545454545455,10317.12
2RP708487,2017-06-20,0,103.1024735,118.1024735,0.749972039,0,0
2RP708487,2017-07-10,62.528,134.967462,149.967462,0.647778823,9.47393939393939,1375.616
2RP708487,2017-07-20,1254.468,100.7692308,115.7692308,0.740405012,190.070909090909,27598.296
2RP708487,2017-07-30,1228.089,135,150,0.675882548,186.074090909091,27017.958
2RP708487,2017-08-09,0,120.5412991,135.5412991,0.633230679,0,0
2RP708487,2017-08-19,162.182,127.146161,142.146161,0.680152199,24.5730303030303,3568.004
2RP708487,2017-09-08,503.155,134.4699647,149.4699647,0.647743601,76.2356060606061,11069.41
2RP708487,2017-09-18,224.71,135,150,0.549554885,34.0469696969697,4943.62
2RP708487,2017-09-28,323.387,135,150,0.611191252,48.9980303030303,7114.514
2RP708487,2017-10-08,4.885,,,,0.740151515151515,107.47
2RP708487,2017-10-28,0,99.64285714,114.6428571,0.612001174,0,0
2RP708487,2017-11-07,0,108.2681564,123.2681564,0.637649566,0,0
2RP708487,2017-11-17,174.883,,,,26.4974242424242,3847.426
2RP708487,2017-11-27,0,135,150,0.554096464,0,0
2RP708487,2017-12-07,0,121.9201606,136.9201606,0.61173644,0,0
2RP708487,2017-12-17,0,104.1834943,119.1834943,0.571039066,0,0
2RP708487,2017-12-27,575.453,121.69627,136.69627,0.601136764,87.1898484848485,12659.966
2RP708487,2018-01-06,0,123.9105882,138.9105882,0.570800614,0,0
2RP708487,2018-01-26,0,135,150,0.568992295,0,0
2RP708487,2018-02-15,1678.486,130.7090909,145.7090909,0.642635526,254.316060606061,36926.692
2RP708487,2018-03-17,0,98.75277338,113.7527734,0.654793652,0,0
2RP708487,2018-04-16,0,118.9735894,133.9735894,0.715847943,0,0
2RP708487,2018-04-26,0,91.80819477,106.8081948,0.722236533,0,0
2RP708487,2018-05-06,592.062,104.2125272,119.2125272,0.654418205,89.7063636363636,13025.364
2RP708487,2018-05-26,210.055,130.7302709,145.7302709,0.661304189,31.8265151515152,4621.21
2RP708487,2018-06-05,0,104.765625,119.765625,0.644290802,0,0
2RP708487,2018-06-15,0,130.5510925,145.5510925,0.715484465,0,0
2RP708487,2018-06-25,681.946,124.6230323,139.6230323,0.636473813,103.325151515152,15002.812
2RP708487,2018-07-05,1522.166,132.546729,147.546729,0.697697547,230.631212121212,33487.652
2RP708487,2018-07-15,0,120.4015296,135.4015296,0.64294597,0,0
2RP708487,2018-07-25,198.331,128.6420205,143.6420205,0.667971283,30.0501515151515,4363.282
2RP708487,2018-08-04,182.699,134.2620865,149.2620865,0.618859795,27.6816666666667,4019.378
2RP708487,2018-08-14,722.98,134.9658314,149.9658314,0.683759307,109.542424242424,15905.56
2RP708487,2018-08-24,0,135,150,0.692248783,0,0
2RP708487,2018-09-03,304.824,135,150,0.693884029,46.1854545454546,6706.128
2RP708487,2018-09-13,137.757,135,150,0.632870466,20.8722727272727,3030.654
2RP708487,2018-10-03,120.171,135,150,0.643679024,18.2077272727273,2643.762
2RP708487,2018-10-23,4.885,,,,0.740151515151515,107.47
2RP708487,2018-11-02,0,,,,0,0
2RP708487,2018-11-12,0,,,,0,0
2RP708487,2018-11-22,0,135,150,0.686611595,0,0
2RP708487,2018-12-02,4.885,,,,0.740151515151515,107.47
2RP708487,2019-01-01,0,129.5730337,144.5730337,0.592823664,0,0
2RP708487,2019-01-21,0,96.10153846,111.1015385,0.630988568,0,0
2RP708487,2019-02-20,90.861,102.2442192,117.2442192,0.702972284,13.7668181818182,1998.942
2RP708487,2019-03-02,0,101.8790101,116.8790101,0.696799166,0,0
2RP708487,2019-03-12,11.724,94.37902484,109.3790248,0.734677731,1.77636363636364,257.928
2RP708487,2019-04-11,1056.137,121.5481651,136.5481651,0.678644034,160.020757575758,23235.014
2RP708487,2019-04-21,0,105.2820432,120.2820432,0.665037926,0,0
2RP708487,2019-05-01,600.855,134.7845497,149.7845497,0.668187882,91.0386363636364,13218.81
2RP708487,2019-05-11,0,97.15110834,112.1511083,0.682479962,0,0
2RP708487,2019-05-21,3021.861,135,150,0.517712804,457.857727272727,66480.942
2RP708487,2019-06-10,0,135,150,0.530754969,0,0
2RP708487,2019-06-20,0,92.9628483,107.9628483,0.745029139,0,0
2RP708487,2019-06-30,0,99.79969183,114.7996918,0.721412654,0,0
2RP708487,2019-07-20,41.034,106.8779269,121.8779269,0.675206792,6.21727272727273,902.748
2RP708487,2019-07-30,29.31,116.790104,131.790104,,4.44090909090909,644.82
2RP708487,2019-08-09,445.512,110.6477733,125.6477733,0.68457435,67.5018181818182,9801.264
2RP711560,2016-12-22,0,121.76132,136.76132,0.706426595,0,0
2RP711560,2017-01-01,0,103.8032245,118.8032245,0.707513922,0,0
2RP711560,2017-01-11,6418.89,127.0846748,142.0846748,0.634636282,972.559090909091,141215.58
2RP711560,2017-02-10,0,96.33604834,111.3360483,0.664116218,0,0
2RP711560,2017-02-20,612.579,96.41089797,111.410898,0.699593874,92.815,13476.738
2RP711560,2017-03-02,0,96.30852503,111.308525,0.617676586,0,0
2RP711560,2017-03-12,1105.964,97.92273686,112.9227369,0.699354923,167.570303030303,24331.208
2RP711560,2017-04-01,0,101.6975605,116.6975605,0.761396985,0,0
2RP711560,2017-04-11,117.24,102.3067067,117.3067067,0.716824404,17.7636363636364,2579.28
2RP711560,2017-05-01,5287.524,135,150,0.457407644,801.14,116325.528
2RP711560,2017-05-11,0,93.34216435,108.3421643,0.752270987,0,0
2RP711560,2017-05-21,713.21,102.6703508,117.6703508,0.679728335,108.062121212121,15690.62
2RP711560,2017-05-31,0,106.9438689,121.9438689,0.669563138,0,0
2RP711560,2017-06-20,257.928,103.3716438,118.3716438,0.760443019,39.08,5674.416
2RP711560,2017-07-10,1277.916,124.0575945,139.0575945,0.687813691,193.623636363636,28114.152
2RP711560,2017-07-20,1748.83,107.2719129,122.2719129,0.73378499,264.974242424242,38474.26
2RP711560,2017-07-30,3883.575,125.7147211,140.7147211,0.639441729,588.420454545455,85438.65
2RP711560,2017-08-09,0,124.9139502,139.9139502,0.636815779,0,0
2RP711560,2017-08-19,839.243,130.1764706,145.1764706,0.680533686,127.15803030303,18463.346
2RP711560,2017-09-08,1524.12,133.0238095,148.0238095,0.662793723,230.927272727273,33530.64
2RP711560,2017-09-18,859.76,134.3689024,149.3689024,0.562792113,130.266666666667,18914.72
2RP711560,2017-09-28,1340.444,126.2126866,141.2126866,0.697570914,203.097575757576,29489.768
2RP711560,2017-10-08,0,110.4723127,125.4723127,0.650394361,0,0
2RP711560,2017-10-28,0,101.5432099,116.5432099,0.671075076,0,0
2RP711560,2017-11-07,0,109.3909825,124.3909825,0.679820988,0,0
2RP711560,2017-11-17,843.151,135,150,0.641780155,127.750151515152,18549.322
2RP711560,2017-11-27,0,135,150,0.615897596,0,0
2RP711560,2017-12-07,5012.01,108.3403246,123.3403246,0.614518396,759.395454545455,110264.22
2RP711560,2017-12-17,94.769,104.5432603,119.5432603,0.581709614,14.3589393939394,2084.918
2RP711560,2017-12-27,1229.066,110.0472384,125.0472384,0.633793316,186.222121212121,27039.452
2RP711560,2018-01-06,2084.918,134.7066199,149.7066199,0.635654606,315.896666666667,45868.196
2RP711560,2018-01-26,0,135,150,0.448455393,0,0
2RP711560,2018-02-15,2268.594,112.8327114,127.8327114,0.666868352,343.726363636364,49909.068
2RP711560,2018-03-17,508.04,118.9088519,133.9088519,0.694135319,76.9757575757576,11176.88
2RP711560,2018-04-16,0,124.4367351,139.4367351,0.695130536,0,0
2RP711560,2018-04-26,0,94.34253247,109.3425325,0.701276851,0,0
2RP711560,2018-05-06,3557.257,103.9727407,118.9727407,0.672328019,538.978333333333,78259.654
2RP711560,2018-05-26,113.332,125.9603056,140.9603056,0.666307762,17.1715151515152,2493.304
2RP711560,2018-06-05,0,105.9826014,120.9826014,0.649211594,0,0
2RP711560,2018-06-15,759.129,118.1275673,133.1275673,0.649750633,115.019545454545,16700.838
2RP711560,2018-06-25,1068.838,127.351369,142.351369,0.64650537,161.945151515152,23514.436
2RP711560,2018-07-05,1185.101,130.0704662,145.0704662,0.63730452,179.560757575758,26072.222
2RP711560,2018-07-15,3232.893,124.226493,139.226493,0.614982934,489.832272727273,71123.646
2RP711560,2018-07-25,355.628,128.2165948,143.2165948,0.653281597,53.8830303030303,7823.816
2RP711560,2018-08-04,346.835,129.3495266,144.3495266,0.612064119,52.5507575757576,7630.37
2RP711560,2018-08-14,1371.708,126.1756098,141.1756098,0.689160231,207.834545454546,30177.576
2RP711560,2018-08-24,46.896,126.2640737,141.2640737,0.664921114,7.10545454545455,1031.712
2RP711560,2018-09-03,495.339,116.712766,131.712766,0.731962821,75.0513636363637,10897.458
2RP711560,2018-09-13,2.931,134.9678801,149.9678801,0.65785126,0.444090909090909,64.482
2RP711560,2018-10-03,0,128.6486486,143.6486486,0.696082564,0,0
2RP711560,2018-10-23,253.043,107.8378378,122.8378378,0.723216304,38.3398484848485,5566.946
2RP711560,2018-11-02,0,108.7417943,123.7417943,0.690656541,0,0
2RP711560,2018-11-12,0,113.3358434,128.3358434,0.719368157,0,0
2RP711560,2018-11-22,642.866,135,150,0.602614046,97.4039393939394,14143.052
2RP711560,2018-12-02,0,131.5213358,146.5213358,0.6665215,0,0
2RP711560,2019-01-01,0,134.9957063,149.9957063,0.649308473,0,0
2RP711560,2019-01-21,0,95.8091973,110.8091973,0.686114952,0,0
2RP711560,2019-02-20,0,100.4984552,115.4984552,0.717414576,0,0
2RP711560,2019-03-02,0,99.19139466,114.1913947,0.678981732,0,0
2RP711560,2019-03-12,0,93.97493417,108.9749342,0.729662697,0,0
2RP711560,2019-04-11,4003.746,129.9212023,144.9212023,0.676816127,606.628181818182,88082.412
2RP711560,2019-04-21,0,106.7136316,121.7136316,0.682485602,0,0
2RP711560,2019-05-01,1831.875,132.7258356,147.7258356,0.683690896,277.556818181818,40301.25
2RP711560,2019-05-11,0,95.1105056,110.1105056,0.702377202,0,0
2RP711560,2019-05-21,9388.97,135,150,0.508564218,1422.57121212121,206557.34
2RP711560,2019-06-10,0,135,150,0.536129858,0,0
2RP711560,2019-06-20,0,96.44878983,111.4487898,0.73814265,0,0
2RP711560,2019-06-30,1095.217,102.681686,117.681686,0.714844929,165.94196969697,24094.774
2RP711560,2019-07-20,181.722,106.4685315,121.4685315,0.681286659,27.5336363636364,3997.884
2RP711560,2019-07-30,92.815,112.9275926,127.9275926,,14.0628787878788,2041.93
2RP711560,2019-08-09,1085.447,110.428125,125.428125,0.695551098,164.461666666667,23879.834
2RP720176,2016-12-22,0,129.3134328,144.3134328,0.658158897,0,0
2RP720176,2017-01-01,0,99.74063401,114.740634,0.724676669,0,0
2RP720176,2017-01-11,621.372,123.4444444,138.4444444,0.72474702,94.1472727272727,13670.184
2RP720176,2017-02-10,0,92.99726277,107.9972628,0.7103484,0,0
2RP720176,2017-02-20,4.885,101.9477544,116.9477544,0.70669367,0.740151515151515,107.47
2RP720176,2017-03-02,189.538,94.66555184,109.6655518,0.66311272,28.7178787878788,4169.836
2RP720176,2017-03-12,345.858,104.2265193,119.2265193,0.689361108,52.4027272727273,7608.876
2RP720176,2017-04-01,0,100.7604994,115.7604994,0.771142698,0,0
2RP720176,2017-04-11,0,98.92976589,113.9297659,0.751637343,0,0
2RP720176,2017-05-01,389.823,135,150,0.41959441,59.0640909090909,8576.106
2RP720176,2017-05-11,0,95.74528302,110.745283,0.738979585,0,0
2RP720176,2017-05-21,0,111.7094409,126.7094409,0.724560711,0,0
2RP720176,2017-05-31,187.584,103.6318131,118.6318131,0.738293558,28.4218181818182,4126.848
2RP720176,2017-06-20,408.386,96.45530146,111.4553015,0.799010019,61.8766666666667,8984.492
2RP720176,2017-07-10,6.839,112.3417722,127.3417722,0.663000555,1.03621212121212,150.458
2RP720176,2017-07-20,13.678,109.923913,124.923913,0.734249784,2.07242424242424,300.916
2RP720176,2017-07-30,94.769,135,150,0.652078395,14.3589393939394,2084.918
2RP720176,2017-08-09,0,130.5263158,145.5263158,0.615189359,0,0
2RP720176,2017-08-19,97.7,134.7491639,149.7491639,0.64008087,14.8030303030303,2149.4
2RP720176,2017-09-08,227.641,135,150,0.615912593,34.4910606060606,5008.102
2RP720176,2017-09-18,0,135,150,0.692450864,0,0
2RP720176,2017-09-28,104.539,,,,15.8392424242424,2299.858
2RP720176,2017-10-08,0,135,150,0.579936605,0,0
2RP720176,2017-10-28,17.586,,,,2.66454545454545,386.892
2RP720176,2017-11-07,0,135,150,0.606942474,0,0
2RP720176,2017-11-17,0,135,150,0.742409149,0,0
2RP720176,2017-11-27,694.647,135,150,0.544096014,105.249545454545,15282.234
2RP720176,2017-12-07,0,113.1340206,128.1340206,0.571836874,0,0
2RP720176,2017-12-17,0,105.7329843,120.7329843,0.582325093,0,0
2RP720176,2017-12-27,61.551,105.3529412,120.3529412,0.646270316,9.32590909090909,1354.122
2RP720176,2018-01-06,232.526,135,150,0.624245438,35.2312121212121,5115.572
2RP720176,2018-01-26,0,135,150,0.575234867,0,0
2RP720176,2018-02-15,0,109.6532847,124.6532847,0.802500543,0,0
2RP720176,2018-03-17,19.54,92.21654275,107.2165428,0.716330539,2.96060606060606,429.88
2RP720176,2018-04-16,625.28,133.5894495,148.5894495,0.606421741,94.7393939393939,13756.16
2RP720176,2018-04-26,0,90.85116279,105.8511628,0.762456957,0,0
2RP720176,2018-05-06,714.187,135,150,0.670224479,108.210151515152,15712.114
2RP720176,2018-05-26,0,125.3239051,140.3239051,0.725727414,0,0
2RP720176,2018-06-05,419.133,111.6791604,126.6791604,0.632408136,63.505,9220.926
2RP720176,2018-06-15,41.034,121.992,136.992,0.621508219,6.21727272727273,902.748
2RP720176,2018-06-25,172.929,127.7678571,142.7678571,0.61599594,26.2013636363636,3804.438
2RP720176,2018-07-05,135.803,125,140,0.614303686,20.5762121212121,2987.666
2RP720176,2018-07-15,0,127.5,142.5,0.615205226,0,0
2RP720176,2018-07-25,28.333,130.6026059,145.6026059,0.648017889,4.29287878787879,623.326
2RP720176,2018-08-04,36.149,134.2777778,149.2777778,0.603479791,5.47712121212121,795.278
2RP720176,2018-08-14,153.389,135,150,0.658584921,23.2407575757576,3374.558
2RP720176,2018-08-24,5.862,135,150,0.620354897,0.888181818181818,128.964
2RP720176,2018-09-03,100.631,135,150,0.653302463,15.2471212121212,2213.882
2RP720176,2018-09-13,0,135,150,0.58119333,0,0
2RP720176,2018-10-03,24.425,,,,3.70075757575758,537.35
2RP720176,2018-10-23,0,,,,0,0
2RP720176,2018-11-02,0,,,,0,0
2RP720176,2018-11-12,0,,,,0,0
2RP720176,2018-11-22,0,135,150,0.615191929,0,0
2RP720176,2018-12-02,44.942,135,150,0.704936048,6.80939393939394,988.724
2RP720176,2019-01-01,0,135,150,0.637495204,0,0
2RP720176,2019-01-21,0,117.1487603,132.1487603,0.668529426,0,0
2RP720176,2019-02-20,0,99.9512987,114.9512987,0.733934437,0,0
2RP720176,2019-03-02,115.286,125.117866,140.117866,0.64603173,17.4675757575758,2536.292
2RP720176,2019-03-12,0,101.0594439,116.0594439,0.70222483,0,0
2RP720176,2019-04-11,85.976,125.2460733,140.2460733,0.675371588,13.0266666666667,1891.472
2RP720176,2019-04-21,15.632,111.0223642,126.0223642,0.671591011,2.36848484848485,343.904
2RP720176,2019-05-01,488.5,135,150,0.698383969,74.0151515151515,10747
2RP720176,2019-05-11,0,98.06133056,113.0613306,0.69141842,0,0
2RP720176,2019-05-21,833.381,135,150,0.516498201,126.269848484848,18334.382
2RP720176,2019-06-10,25.402,135,150,0.427480813,3.84878787878788,558.844
2RP720176,2019-06-20,0,94.59,109.59,0.747313778,0,0
2RP720176,2019-06-30,9.77,102.5816327,117.5816327,0.715303315,1.48030303030303,214.94
2RP720176,2019-07-20,0,107.3076923,122.3076923,0.681934631,0,0
2RP720176,2019-07-30,90.861,111.0224439,126.0224439,,13.7668181818182,1998.942
2RP720176,2019-08-09,57.643,111.4473684,126.4473684,0.696465733,8.73378787878788,1268.146
2RP727479,2016-12-22,0,135,150,0.578279753,0,0
2RP727479,2017-01-01,0,130.9423503,145.9423503,0.565773006,0,0
2RP727479,2017-01-11,0,135,150,0.557012299,0,0
2RP727479,2017-02-10,547.12,135,150,0.546570119,82.8969696969697,12036.64
2RP727479,2017-02-20,0,113.1346841,128.1346841,0.621141293,0,0
2RP727479,2017-03-02,0,119.1754518,134.1754518,0.593325512,0,0
2RP727479,2017-03-12,156.32,108.8142123,123.8142123,0.634461481,23.6848484848485,3439.04
2RP727479,2017-04-01,0,102.6833977,117.6833977,0.714866707,0,0
2RP727479,2017-04-11,47.873,103.7142857,118.7142857,0.676335348,7.25348484848485,1053.206
2RP727479,2017-05-01,67.413,135,150,0.473478058,10.2140909090909,1483.086
2RP727479,2017-05-11,31.264,96.52777778,111.5277778,0.682926406,4.7369696969697,687.808
2RP727479,2017-05-21,12.701,105.2264558,120.2264558,0.637519145,1.92439393939394,279.422
2RP727479,2017-05-31,0,123.5429769,138.5429769,0.680338426,0,0
2RP727479,2017-06-20,134.826,110.0812065,125.0812065,0.684891793,20.4281818181818,2966.172
2RP727479,2017-07-10,21.494,133.0055075,148.0055075,0.577592305,3.25666666666667,472.868
2RP727479,2017-07-20,148.504,109.1420912,124.1420912,0.693917643,22.5006060606061,3267.088
2RP727479,2017-07-30,217.871,130.7477679,145.7477679,0.564986693,33.0107575757576,4793.162
2RP727479,2017-08-09,802.117,126.4,141.4,0.546234782,121.532878787879,17646.574
2RP727479,2017-08-19,48.85,132,147,0.588648671,7.40151515151515,1074.7
2RP727479,2017-09-08,24.425,,,,3.70075757575758,537.35
2RP727479,2017-09-18,0,135,150,0.60635608,0,0
2RP727479,2017-09-28,117.24,,,,17.7636363636364,2579.28
2RP727479,2017-10-08,0,,,,0,0
2RP727479,2017-10-28,0,,,,0,0
2RP727479,2017-11-07,0,132,147,0.542931026,0,0
2RP727479,2017-11-17,3.908,135,150,0.643915085,0.592121212121212,85.976
2RP727479,2017-11-27,0,135,150,0.519422394,0,0
2RP727479,2017-12-07,0,112.832636,127.832636,0.593250923,0,0
2RP727479,2017-12-17,0,112.0594634,127.0594634,0.60314865,0,0
2RP727479,2017-12-27,337.065,105.2176015,120.2176015,0.642958439,51.0704545454546,7415.43
2RP727479,2018-01-06,0,121.1751663,136.1751663,0.618316124,0,0
2RP727479,2018-01-26,0,135,150,0.578744783,0,0
2RP727479,2018-02-15,1112.803,134.3181818,149.3181818,0.620744703,168.606515151515,24481.666
